task,instance_id,condition,gold_answer,bertscore_f1,bt_bertscore,gpt_orig_answer,gpt_para_answer,gpt_orig_logprob,gpt_para_logprob,llama_orig_answer,llama_para_answer,gemma_orig_answer,gemma_para_answer
trivia_qa,13746,formality,a Well,1.0,1.0,Well.,The well.,-0.76290053,-0.69169456,A pit of snakes.,A pit of snakes.,The ocean. ,The ocean. 
trivia_qa,7223,lexical,Rats,0.9702478051185608,0.9846121072769165,The Rats,The Rats,-0.17939498,-0.17790155,"""The Body Snatchers""","""Runaway""","""The Man Who Knew Too Much"" (also known as ""The Man Who Knew the World"")",The Great Gatsby
trivia_qa,7223,syntactic,Rats,0.9881390333175659,0.9796885251998901,The Rats,The Rats,-0.17939498,-0.24187008,"""The Body Snatchers""","""The Body Snatchers""","""The Man Who Knew Too Much"" (also known as ""The Man Who Knew the World"")","""The Cat in the Hat"" (1968)"
trivia_qa,7223,voice,Rats,0.953536868095398,0.9935190677642822,The Rats,The Rats,-0.2469016,-0.12885843,"""The Body Snatchers""","""The Sandman""","""The Man Who Knew Too Much"" (also known as ""The Man Who Knew the World"")","""The Time Machine"" (also known as ""The Future"") by H.G. Wells. "
trivia_qa,7223,formality,Rats,0.9595218300819397,0.9826653003692627,The Rats,The Rats,-0.2469016,-0.18641172,"""The Body Snatchers""","The first book by James Herbert to be published in 1974 was ""The Body Snatchers.""","""The Man Who Knew Too Much"" (also known as ""The Man Who Knew the World"")","""The Time Machine"" by H.G. Wells"
trivia_qa,14719,lexical,Iron,0.987056314945221,0.9332687854766846,Iron,Iron,-0.0034900699,-0.004789073,Iron.,Iron.,Iron,Iron
trivia_qa,14719,syntactic,Iron,0.952226996421814,0.9305567741394043,Iron,Iron,-0.0041006044,-0.0060014403,Iron.,Iron.,Iron,Iron (Fe)
trivia_qa,14719,voice,Iron,0.952226996421814,0.9305567741394043,Iron,Iron,-0.0034900699,-0.0051776627,Iron.,Iron.,Iron,Iron (Fe)
trivia_qa,14719,formality,Iron,0.9478777050971985,0.9305567741394043,Iron,Iron,-0.003133513,-0.004076263,Iron.,Iron.,Iron,Iron (Fe)
trivia_qa,9115,lexical,Third Party Fire and Theft,0.9426257014274597,0.9329833984375,"Third Party, Fire and Theft","Third Party, Fire, and Theft",-0.011123747,-0.1023632,"The letters TPFT in car insurance refer to Total Physical Property Theft. This is an insurance policy that covers theft of physical property, including vehicles and other assets, from your home or business. It's designed to protect against losses caused by theft or vandalism","The initials TPFT stand for Total Physical Therapy. This is an insurance policy that covers physical therapy services, which are often required after an accident or injury to help recover from injuries. It's important to note that while TPFT can be helpful in covering",Top of the Firing Table. This is a common phrase used in the auto insurance industry to describe the top 10% of drivers who are most likely to cause accidents and have the highest rates for claims. It's also often associated with the,"The initials TPFT stand for ""Total Personal and Property Loss"" in the automobile insurance industry. This term is used to describe the total damage or loss of an insured vehicle, including all personal property and any liability claims that may arise from the incident."
trivia_qa,9115,syntactic,Third Party Fire and Theft,0.9618515372276306,0.9554540514945984,"Third Party, Fire and Theft","Third Party, Fire, and Theft",-0.011123747,-0.08348629,"The letters TPFT in car insurance refer to Total Physical Property Theft. This is an insurance policy that covers theft of physical property, including vehicles and other assets, from your home or business. It's designed to protect against losses caused by theft or vandalism","The letters TPFT stand for ""The Policyholder's True Financial Status,"" which is used to determine an individual's risk level and premium rate. In the context of car insurance, it suggests that the policyholder has provided accurate information about their financial situation",Top of the Firing Table. This is a common phrase used in the auto insurance industry to describe the top 10% of drivers who are most likely to cause accidents and have the highest rates for claims. It's also often associated with the,"The letter T suggests that the company is focusing on traffic accidents and injuries. The P, F, T, and S stand for ""prevention,"" ""fatigue,"" ""traffic,"" and ""safety."" Together, they indicate that the insurer is"
trivia_qa,9115,voice,Third Party Fire and Theft,0.9618515372276306,0.9554540514945984,"Third Party, Fire and Theft","Third Party, Fire, and Theft",-0.011123747,-0.07466057,"The letters TPFT in car insurance refer to Total Physical Property Theft. This is an insurance policy that covers theft of physical property, including vehicles and other assets, from your home or business. It's designed to protect against losses caused by theft or vandalism","The letters TPFT stand for ""The Policyholder's True Financial Status,"" which is used to determine an individual's risk level and premium rate. In the context of car insurance, it suggests that the policyholder has provided accurate information about their financial situation",Top of the Firing Table. This is a common phrase used in the auto insurance industry to describe the top 10% of drivers who are most likely to cause accidents and have the highest rates for claims. It's also often associated with the,"The letter T suggests that the company is focusing on traffic accidents and injuries. The P, F, T, and S stand for ""prevention,"" ""fatigue,"" ""traffic,"" and ""safety."" Together, they indicate that the insurer is"
trivia_qa,9115,formality,Third Party Fire and Theft,0.9394292831420898,0.9316282868385315,"Third Party, Fire and Theft","Third Party, Fire, and Theft",-0.011123747,-0.027418802,"The letters TPFT in car insurance refer to Total Physical Property Theft. This is an insurance policy that covers theft of physical property, including vehicles and other assets, from your home or business. It's designed to protect against losses caused by theft or vandalism","The letters TPFT stand for ""The Policyholder's Financial Responsibility Test"" and are used to determine if an individual is eligible to purchase auto insurance. They assess whether the policyholder has sufficient financial resources to cover potential damages or injuries caused by their vehicle",Top of the Firing Table. This is a common phrase used in the auto insurance industry to describe the top 10% of drivers who are most likely to cause accidents and have the highest rates for claims. It's also often associated with the,"The letter ""T"" stands for Total. It indicates that the policy covers all claims, not just those related to the vehicle itself. This is crucial for ensuring comprehensive coverage and protecting the insured's financial interests. "
trivia_qa,212,lexical,St. Basil's,0.9926049113273621,0.9846339821815491,St. Basil's Cathedral,St. Basil's Cathedral,-0.4099621,-0.61223894,The Cathedral of Christ the Saviour.,The Cathedral of Christ the Saviour.,Saint Basil's Cathedral,St. Sophia Cathedral
trivia_qa,212,syntactic,St. Basil's,0.96026211977005,0.9536172151565552,St. Basil's Cathedral,St. Basil's Cathedral,-0.36580062,-0.31535813,The Cathedral of Christ the Saviour.,The Cathedral of Christ the Saviour.,Saint Basil's Cathedral,St. Sophia Cathedral
trivia_qa,212,voice,St. Basil's,1.0000001192092896,0.9905806183815002,St. Basil's Cathedral,St. Basil's Cathedral,-0.44888675,-0.4099621,The Cathedral of Christ the Saviour.,The Cathedral of Christ the Saviour.,Saint Basil's Cathedral,Saint Basil's Cathedral
trivia_qa,212,formality,St. Basil's,0.9950675368309021,0.9905806183815002,St. Basil's Cathedral,St. Basil's Cathedral,-0.4225139,-0.34215102,The Cathedral of Christ the Saviour.,The Cathedral of Christ the Saviour.,Saint Basil's Cathedral,Saint Basil's Cathedral
trivia_qa,5231,lexical,Ijsselmeer,0.9847620725631714,0.9540916681289673,IJsselmeer,IJsselmeer,-0.53759795,-0.66883844,IJsselmeer,IJsselmeer,The Sint Maarten Lake. ,The Sint Maarten Lake
trivia_qa,5231,syntactic,Ijsselmeer,0.9528108239173889,0.9099524617195129,IJsselmeer,"1932, IJsselmeer",-0.4925769,-0.03618535,IJsselmeer,1932,The Sint Maarten Lake. ,1908
trivia_qa,5231,voice,Ijsselmeer,0.9581800699234009,0.9510726928710938,IJsselmeer,1932,-0.5313103,-0.054604765,IJsselmeer,The Zuider Zee was cut off from the North Sea by a dyke to form the lake in 1932.,The Sint Maarten Lake. ,"The Zuider Zee was cut off from the North Sea by a dyke in 1932. This event occurred during World War II, specifically during the Battle of the Atlantic, when German U-boats were using the Zuider Z"
trivia_qa,5231,formality,Ijsselmeer,0.9685932993888855,0.9595484733581543,IJsselmeer,IJsselmeer,-0.57573783,-0.58051276,IJsselmeer,Ijsselmeer,The Sint Maarten Lake. ,The Netherlands Antilles
trivia_qa,13848,lexical,King Arthur,0.9841379523277283,1.0,King Arthur,King Arthur,-0.0030302366,-0.007917602,"King Arthur. The question is referring to the legendary King Arthur and his wife, Guinevere. According to medieval literature, including the ""Mabinogion"" and the ""Historia Regum Britanniae,"" King Arthur was married to Guine","King Arthur. The question is referring to the legendary British king and his wife, who were central figures in the Arthurian legend. Guinevere was married to King Arthur of Britain.",Prince Arthur,Prince Arthur
trivia_qa,13848,syntactic,King Arthur,0.9518862962722778,0.9664507508277893,King Arthur,King Arthur,-0.0030169226,-0.006032246,"King Arthur. The question is referring to the legendary King Arthur and his wife, Guinevere. According to medieval literature, including the ""Mabinogion"" and the ""Historia Regum Britanniae,"" King Arthur was married to Guine","Arthur, King of Britain.",Prince Arthur,Prince Arthur. 
trivia_qa,13848,voice,King Arthur,0.96891188621521,0.96891188621521,King Arthur,King Arthur,-0.003241167,-0.0037937812,"King Arthur. The question is referring to the legendary King Arthur and his wife, Guinevere. According to medieval literature, including the ""Mabinogion"" and the ""Historia Regum Britanniae,"" King Arthur was married to Guine","King Arthur. The question is referring to the legendary King Arthur and his wife, Guinevere. According to medieval legend, Arthur was married to Guinevere, who was also known as Elaine of Corbenic. However, it's important to",Prince Arthur,"King Arthur and his wife, Guinevere. "
trivia_qa,13848,formality,King Arthur,0.9664507508277893,0.9664507508277893,King Arthur,King Arthur,-0.003032375,-0.0032307098,"King Arthur. The question is referring to the legendary King Arthur and his wife, Guinevere. According to medieval literature, including the ""Mabinogion"" and the ""Historia Regum Britanniae,"" King Arthur was married to Guine",King Arthur.,Prince Arthur,Prince Arthur
trivia_qa,11149,lexical,British Airways,0.9972547292709351,0.9935336709022522,British Airways,British Airways,-0.0005431425,-0.00086620287,British Airways. The correct answer is that British Airways was privatised in February 1987 and became a publicly traded company on the London Stock Exchange. This marked a significant milestone in the history of British Airways as it transitioned from state,British Airways. The correct answer is that British Airways was privatized in February 1987 and became a public company by listing its shares on the London Stock Exchange. This marked a significant milestone in the history of British Airways as it transitioned,Virgin Atlantic,Virgin Atlantic
trivia_qa,11149,syntactic,British Airways,0.9882323145866394,0.9824056029319763,British Airways,British Airways,-0.0004007601,-0.001145576,British Airways. The correct answer is that British Airways was privatised in February 1987 and became a publicly traded company on the London Stock Exchange. This marked a significant milestone in the history of British Airways as it transitioned from state,British Airways International plc.,Virgin Atlantic,Virgin Atlantic
