task,instance_id,condition,original,paraphrase,back_translation,changes_desc,answer,endings,passage,bertscore_f1,bt_bertscore
trivia_qa,5094,syntactic,In what city would you find Yale University?,Which city would Yale University be found in?,In which city is Yale University located?,Changed from an interrogative clause to an embedded question,New Haven,,,0.9479584,0.93524706
trivia_qa,5094,voice,In what city would you find Yale University?,What city would Yale University be found in?,In which city is Yale University located?,active to passive,New Haven,,,0.9490755,0.93524706
trivia_qa,5094,formality,In what city would you find Yale University?,Where can you find Yale University?,Where can you find Yale University?,formal to casual,New Haven,,,0.92395425,0.92395425
trivia_qa,7055,lexical,"Which visitor attraction is in Exploration Drive, Leicester?","Which guest magnet is in Exploration Drive, Leicester?","What magnet for guests is located on Exploration Drive, Leicester?","['visitor attraction', 'guest magnet']",National Space Centre,,,0.9570762,0.93309736
trivia_qa,7055,syntactic,"Which visitor attraction is in Exploration Drive, Leicester?","In Exploration Drive, Leicester, which visitor attraction is located?","In Exploration Drive, Leicester, what attraction for visitors is located?","moved the prepositional phrase 'in Exploration Drive, Leicester' to the beginning of the sentence",National Space Centre,,,0.96630293,0.9466251
trivia_qa,7055,voice,"Which visitor attraction is in Exploration Drive, Leicester?","In Exploration Drive, Leicester, which visitor attraction is located?","In Exploration Drive, Leicester, what attraction for visitors is located?",active to passive,National Space Centre,,,0.96630293,0.9466251
trivia_qa,7055,formality,"Which visitor attraction is in Exploration Drive, Leicester?",What's the visitor attraction on Exploration Drive in Leicester?,What is the tourist attraction on Exploration Drive in Leicester?,formal to casual,National Space Centre,,,0.9517943,0.95341766
trivia_qa,11029,lexical,"Scottish artist, Sir Henry Raeburn was knighted by which British monarch in 1822?","Scottish painter, Sir Henry Raeburn was dubbed by which British ruler in 1822?","The Scottish painter, Sir Henry Raeburn, was nicknamed by which British sovereign in 1822?","['artist', 'knighted', 'monarch']",King George IV,,,0.9628946,0.95366615
trivia_qa,11029,syntactic,"Scottish artist, Sir Henry Raeburn was knighted by which British monarch in 1822?",By which British monarch was Scottish artist Sir Henry Raeburn knighted in 1822?,By which British monarch was the Scottish artist Sir Henry Raeburn knighted in 1822?,inverted construction,King George IV,,,0.96663636,0.9674241
trivia_qa,11029,voice,"Scottish artist, Sir Henry Raeburn was knighted by which British monarch in 1822?",Which British monarch knighted Scottish artist Sir Henry Raeburn in 1822?,Which British monarch knighted the Scottish artist Sir Henry Raeburn in 1822?,active to passive,King George IV,,,0.9592457,0.96388745
trivia_qa,11029,formality,"Scottish artist, Sir Henry Raeburn was knighted by which British monarch in 1822?",Which British monarch knighted the Scottish artist Sir Henry Raeburn in 1822?,Which British monarch knighted the Scottish artist Sir Henry Raeburn in 1822?,formal to casual,King George IV,,,0.9638876,0.96388745
trivia_qa,3349,lexical,Which mountain overlooks Rio De Janeiro and its harbour?,Which peak overlooks Rio De Janeiro and its harbor?,What peak overlooks Rio de Janeiro and its port?,"['mountain', 'overlooks', 'harbour']",SUGAR LOAF,,,0.9874152,0.9785514
trivia_qa,3349,syntactic,Which mountain overlooks Rio De Janeiro and its harbour?,What mountain overlooks Rio De Janeiro and its harbour?,Which mountain overlooks Rio de Janeiro and its port?,Changed from a fronted wh-question to a main clause,SUGAR LOAF,,,0.9955803,0.9878477
trivia_qa,3349,voice,Which mountain overlooks Rio De Janeiro and its harbour?,Which mountain is overlooked by Rio De Janeiro and its harbour?,Which mountain is overlooked by Rio de Janeiro and its port?,active to passive,SUGAR LOAF,,,0.9518442,0.9486253
trivia_qa,3349,formality,Which mountain overlooks Rio De Janeiro and its harbour?,What mountain looks over Rio De Janeiro and its harbour?,Which mountain overlooks Rio de Janeiro and its port?,formal to casual,SUGAR LOAF,,,0.9817533,0.9878477
trivia_qa,3039,lexical,The German company Recaro famously produces what high-performance product?,The German corporation Recaro is well-known for manufacturing which high-efficiency item?,The German company Recaro is well known for manufacturing what high-efficiency item?,"['company', 'produces', 'product']",Seats,,,0.9404003,0.94956195
trivia_qa,3039,syntactic,The German company Recaro famously produces what high-performance product?,What high-performance product is famously produced by the German company Recaro?,What high-performance product is famously produced by the German company Recaro?,Changed from a declarative sentence to an interrogative sentence with subject-auxiliary inversion,Seats,,,0.9634048,0.9634047
trivia_qa,3039,voice,The German company Recaro famously produces what high-performance product?,What high-performance product is famously produced by the German company Recaro?,What high-performance product is famously produced by the German company Recaro?,active to passive,Seats,,,0.9634048,0.9634047
trivia_qa,3039,formality,The German company Recaro famously produces what high-performance product?,What high-performance product is famously produced by the German company Recaro?,What high-performance product is famously produced by the German company Recaro?,formal to casual,Seats,,,0.9634048,0.9634047
trivia_qa,12449,lexical,"The first (joint-)winner of the Nobel Peace Prize, Swiss Jean Henri Dunant, in 1901, founded which international organization?","The initial (joint-)victor of the Nobel Peace Prize, Swiss Jean Henri Dunant, in 1901, established which global association?","The first (co-) laureate of the Nobel Peace Prize, the Swiss Jean Henri Dunant, founded in 1901 which global association?","['first', 'winner', 'founded', 'organization']",The Red Cross,,,0.97272915,0.9503842
trivia_qa,12449,syntactic,"The first (joint-)winner of the Nobel Peace Prize, Swiss Jean Henri Dunant, in 1901, founded which international organization?","In 1901, which international organization was founded by Swiss Jean Henri Dunant, the first (joint-)winner of the Nobel Peace Prize?","In 1901, which international organization was founded by the Swiss Jean Henri Dunant, the first recipient of the Nobel Peace Prize?",Changed the structure from a question to an embedded clause,The Red Cross,,,0.9667933,0.94120556
trivia_qa,12449,voice,"The first (joint-)winner of the Nobel Peace Prize, Swiss Jean Henri Dunant, in 1901, founded which international organization?","In 1901, which international organization was founded by Swiss Jean Henri Dunant, the first (joint-)winner of the Nobel Peace Prize?","In 1901, which international organization was founded by the Swiss Jean Henri Dunant, the first recipient of the Nobel Peace Prize?",active to passive,The Red Cross,,,0.9667933,0.94120556
trivia_qa,12449,formality,"The first (joint-)winner of the Nobel Peace Prize, Swiss Jean Henri Dunant, in 1901, founded which international organization?","Who did Swiss Jean Henri Dunant, the first (joint-)winner of the Nobel Peace Prize in 1901, establish?","Who founded the Swiss Jean Henri Dunant, the first (co-) laureate of the Nobel Peace Prize in 1901?",formal to casual,The Red Cross,,,0.94401264,0.9280989
trivia_qa,3169,lexical,"Referring to the cause of a person's downfall, who is the Greek goddess of punishment?","Referring to the reason behind a person's downfall, who is the Greek deity of retribution?",Who is the Greek goddess of vengeance?,"['cause', ""person's"", 'goddess', 'punishment']",Nemesis,,,0.98135376,0.93522334
trivia_qa,3169,syntactic,"Referring to the cause of a person's downfall, who is the Greek goddess of punishment?",Who is the Greek goddess of punishment when referring to the cause of a person's downfall?,Who is the Greek goddess of punishment when referring to the cause of a person's downfall?,moved the prepositional phrase 'when referring to the cause of a person's downfall' to the end of the sentence,Nemesis,,,0.9673763,0.9673763
trivia_qa,3169,voice,"Referring to the cause of a person's downfall, who is the Greek goddess of punishment?","Who is the Greek goddess of punishment, referring to the cause of a person's downfall?","Who is the Greek goddess of punishment, referring to the cause of a person's downfall?",active to passive,Nemesis,,,0.96435064,0.96435064
trivia_qa,3169,formality,"Referring to the cause of a person's downfall, who is the Greek goddess of punishment?",Who's the Greek goddess of punishment when talking about why someone failed?,Who is the Greek goddess of punishment when it comes to why someone has failed?,formal to casual,Nemesis,,,0.9269636,0.92363375
trivia_qa,11763,lexical,"Which 1st World War battle of 1916 saw 60,000 British casualties on the first day? The battle lasted from July to November, resulting in a British advance of 12 kilometres.","Which initial Global War conflict of 1916 witnessed 60,000 British injuries on the opening day? The conflict continued from July to November, leading to a British progression of 12 kilometers.","Which initial conflict of the 1916 World War saw 60,000 British wounded on the first day? The conflict continued from July to November, resulting in a British advance of 12 kilometers.",,BATTLE OF THE SOMME,,,0.93275,0.9686145
trivia_qa,11763,syntactic,"Which 1st World War battle of 1916 saw 60,000 British casualties on the first day? The battle lasted from July to November, resulting in a British advance of 12 kilometres.","The battle of 1916, which saw 60,000 British casualties on the first day, lasted from July to November, resulting in a British advance of 12 kilometres.","The 1916 battle, which saw 60,000 British casualties on the first day, lasted from July to November, resulting in a British advance of 12 kilometers.",Changed from a question to an embedded clause,BATTLE OF THE SOMME,,,0.9558663,0.95337707
